Nome Cliente;Marca;Modelo;Método Pagamento;Bairro;Entrada;Saída
Julia Neves;Jeep;Renegade;Cartão;Vila Isabel;2023-11-04 12:47:38;2023-11-04 23:47:38
José Cardoso;Ford;Fiesta;Cartão;Recreio dos Bandeirantes;2023-12-02 20:29:46;2023-12-03 08:29:46
Gustavo Borges;Ford;Ka;Dinheiro;Santa Teresa;2024-02-19 06:48:20;2024-02-19 08:48:20
Carolina Rodrigues;Renault;Sandero;Cartão;Méier;2023-04-11 15:13:16;2023-04-11 20:13:16
Sophia Teixeira;Renault;Sandero;Cartão;Santa Teresa;2023-10-16 19:41:32;2023-10-17 17:41:32
Renata Dias;Toyota;Yaris;App;Méier;2023-07-28 20:26:59;2023-07-28 22:26:59
Nicolas Pinto;Ford;Ka;Dinheiro;Copacabana;2024-11-14 16:44:00;2024-11-14 19:44:00
Carla Machado;Jeep;Renegade;Dinheiro;Laranjeiras;2024-06-20 12:24:01;2024-06-20 22:24:01
Carlos Silva;Jeep;Compass;App;Vila Isabel;2024-12-09 08:17:01;2024-12-09 18:17:01
Ricardo Machado;Nissan;Kicks;Cartão;Bangu;2023-01-12 11:44:36;2023-01-12 13:44:36
Sarah Martins;Fiat;Uno;Cartão;Taquara;2024-07-20 17:50:04;2024-07-21 05:50:04
Erick Dias;Jeep;Compass;Dinheiro;Recreio dos Bandeirantes;2023-06-03 19:11:22;2023-06-04 19:11:22
Rose Teixeira;Honda;Fit;Dinheiro;Lapa;2024-06-28 18:46:24;2024-06-29 03:46:24
Luís Nogueira;Honda;Civic;Cartão;Catete;2023-02-16 17:03:31;2023-02-17 10:03:31
Denise Nogueira;Volkswagen;Polo;Dinheiro;Gávea;2023-10-26 21:33:44;2023-10-27 16:33:44
Fabrício Nogueira;Nissan;March;App;Lapa;2024-12-06 05:35:49;2024-12-06 09:35:49
Francisco Garcia;Fiat;Uno;Cartão;Méier;2024-04-22 19:18:49;2024-04-23 05:18:49
Marcela Oliveira;Hyundai;Creta;App;Santa Teresa;2023-03-21 18:56:59;2023-03-22 02:56:59
Marcos Dias;Toyota;Corolla;Dinheiro;Leblon;2024-11-14 03:21:29;2024-11-14 14:21:29
Igor Cardoso;Renault;Duster;Cartão;Santa Teresa;2024-12-30 11:38:27;2024-12-30 20:38:27
Julia Moraes;Nissan;Kicks;App;Taquara;2023-05-28 22:09:24;2023-05-29 09:09:24
Marcela Fonseca;Volkswagen;Polo;Dinheiro;Recreio dos Bandeirantes;2023-12-26 15:57:30;2023-12-27 02:57:30
Marcelo Moraes;Renault;Sandero;Dinheiro;Bangu;2024-10-29 00:38:16;2024-10-29 03:38:16
Denise Marques;Chevrolet;Onix;App;Santa Cruz;2023-04-04 21:59:44;2023-04-05 00:59:44
Emily Moura;Nissan;Kicks;Dinheiro;Recreio dos Bandeirantes;2023-07-24 18:16:27;2023-07-24 20:16:27
Fernanda Marques;Fiat;Argo;App;Botafogo;2023-06-25 19:32:59;2023-06-26 19:32:59
Clarice Duarte;Honda;Fit;Dinheiro;Santa Cruz;2023-04-11 08:11:35;2023-04-11 11:11:35
Karina Barros;Honda;Fit;Dinheiro;Santa Cruz;2024-11-23 09:38:13;2024-11-23 12:38:13
Amanda Costa;Toyota;Corolla;App;Botafogo;2024-01-27 06:29:30;2024-01-27 19:29:30
Raquel Araujo;Honda;Civic;Dinheiro;Jardim Botânico;2024-08-27 10:51:07;2024-08-27 11:51:07
Laura Marques;Jeep;Compass;Dinheiro;Catete;2023-10-10 12:43:47;2023-10-10 13:43:47
Carla Carvalho;Nissan;Kicks;Cartão;Madureira;2024-09-10 09:21:07;2024-09-10 10:21:07
Manoel Duarte;Nissan;Kicks;App;Santa Teresa;2023-12-11 09:49:34;2023-12-11 15:49:34
Nina Batista;Volkswagen;Gol;App;Taquara;2023-02-28 13:07:33;2023-02-28 23:07:33
João Pinto;Jeep;Renegade;Cartão;Bangu;2024-03-13 12:26:55;2024-03-13 14:26:55
Marcelo Araujo;Jeep;Compass;App;Catete;2023-07-31 00:27:56;2023-07-31 02:27:56
Giovana Araujo;Chevrolet;Cruze;Dinheiro;Laranjeiras;2024-11-04 02:36:34;2024-11-04 13:36:34
Paulo Moura;Ford;Fiesta;Cartão;Taquara;2023-01-08 00:45:34;2023-01-08 04:45:34
Isabela Pinto;Volkswagen;Gol;App;Campo Grande;2023-08-04 10:22:05;2023-08-04 13:22:05
Sarah Fernandes;Hyundai;Creta;Dinheiro;Glória;2024-02-11 19:30:17;2024-02-12 06:30:17
Miguel Borges;Chevrolet;Cruze;Dinheiro;Taquara;2023-11-26 12:27:33;2023-11-26 13:27:33
Sophia Neves;Honda;Fit;Dinheiro;Gávea;2023-03-01 14:18:07;2023-03-02 00:18:07
Guilherme Pereira;Ford;Ka;Cartão;Méier;2023-04-01 07:17:02;2023-04-01 09:17:02
Stefany Moreira;Fiat;Argo;App;Copacabana;2024-11-15 18:01:52;2024-11-16 03:01:52
Melissa Rodrigues;Ford;Ka;App;Leblon;2023-11-02 10:55:55;2023-11-02 11:55:55
Túlio Moura;Volkswagen;Gol;App;Bangu;2023-02-07 16:47:08;2023-02-07 18:47:08
Miguel Neves;Toyota;Corolla;Cartão;Lapa;2023-03-31 22:34:57;2023-04-01 07:34:57
Elias Barros;Toyota;Corolla;Cartão;Jardim Botânico;2024-04-21 06:02:54;2024-04-22 06:02:54
Fabrício Souza;Fiat;Uno;Dinheiro;Taquara;2023-03-28 05:53:01;2023-03-28 11:53:01
Flávia Pinto;Renault;Duster;App;Madureira;2023-08-11 13:26:09;2023-08-12 00:26:09
Ricardo Araujo;Fiat;Argo;Cartão;Recreio dos Bandeirantes;2023-06-05 23:06:08;2023-06-06 08:06:08
Michelle Fernandes;Fiat;Argo;Cartão;Botafogo;2024-09-23 23:51:58;2024-09-24 02:51:58
Enzo Ferreira;Fiat;Uno;App;Barra da Tijuca;2023-01-28 20:14:06;2023-01-29 10:14:06
Daniel Gonçalves;Volkswagen;Gol;App;Centro;2024-05-08 15:13:15;2024-05-08 17:13:15
Daniel Rocha;Jeep;Renegade;Dinheiro;Recreio dos Bandeirantes;2024-09-10 01:35:31;2024-09-10 10:35:31
Diego Miranda;Toyota;Corolla;Dinheiro;Campo Grande;2024-03-29 20:39:30;2024-03-30 02:39:30
Fernando Batista;Nissan;Kicks;App;Catete;2024-02-24 07:10:00;2024-02-24 18:10:00
Igor Pereira;Fiat;Argo;Cartão;Centro;2024-03-04 22:27:45;2024-03-05 10:27:45
Larissa Barros;Renault;Sandero;Cartão;Ipanema;2024-07-28 04:35:59;2024-07-28 06:35:59
Miguel Barros;Ford;Ka;Cartão;Méier;2024-07-13 10:26:42;2024-07-13 12:26:42
Bianca Teixeira;Fiat;Uno;App;Glória;2024-12-06 16:02:23;2024-12-06 17:02:23
Sofia Melo;Fiat;Uno;Dinheiro;Gávea;2024-03-28 10:52:47;2024-03-29 00:52:47
Gabriel Cardoso;Volkswagen;Gol;App;Taquara;2024-01-02 04:27:12;2024-01-02 15:27:12
Emily Garcia;Honda;Fit;App;Ipanema;2024-04-22 07:29:31;2024-04-23 07:29:31
Emerson Mendes;Jeep;Renegade;App;Recreio dos Bandeirantes;2024-11-03 19:18:05;2024-11-04 02:18:05
Cássio Neves;Ford;Fiesta;Dinheiro;Campo Grande;2023-06-04 23:50:23;2023-06-05 00:50:23
João Almeida;Renault;Sandero;App;Lapa;2024-02-11 03:27:15;2024-02-11 07:27:15
Erick Lopes;Toyota;Yaris;Dinheiro;Campo Grande;2024-03-02 04:04:35;2024-03-02 14:04:35
Michelle Castro;Renault;Sandero;Dinheiro;Botafogo;2024-08-31 20:54:51;2024-08-31 21:54:51
Nicole Silva;Renault;Duster;Cartão;Recreio dos Bandeirantes;2024-09-28 12:07:59;2024-09-28 13:07:59
Laura Almeida;Renault;Duster;Dinheiro;Copacabana;2024-01-18 05:26:13;2024-01-18 15:26:13
Sophia Ferreira;Jeep;Compass;App;Botafogo;2023-08-24 12:05:24;2023-08-24 23:05:24
Pedro Santos;Honda;Civic;App;Laranjeiras;2023-07-20 05:46:43;2023-07-20 09:46:43
Célia Dias;Ford;Ka;Dinheiro;Leblon;2023-08-08 23:44:10;2023-08-09 10:44:10
Tatiana Miranda;Renault;Sandero;Dinheiro;Campo Grande;2024-08-03 15:13:52;2024-08-04 03:13:52
Thais Duarte;Chevrolet;Cruze;App;Jardim Botânico;2023-06-07 02:39:54;2023-06-07 16:39:54
Elias Santos;Honda;Fit;Dinheiro;Campo Grande;2024-05-11 15:03:02;2024-05-11 17:03:02
Nina Martins;Chevrolet;Cruze;Dinheiro;Urca;2024-05-15 14:44:32;2024-05-15 16:44:32
Enzo Medeiros;Fiat;Argo;App;Barra da Tijuca;2023-04-13 10:10:58;2023-04-13 18:10:58
Enzo Barros;Nissan;Kicks;Dinheiro;Campo Grande;2024-05-23 19:10:18;2024-05-23 23:10:18
Luísa Garcia;Fiat;Argo;Dinheiro;Glória;2023-01-31 16:15:00;2023-01-31 19:15:00
Hugo Santana;Nissan;Kicks;Dinheiro;Santa Teresa;2024-06-01 10:56:24;2024-06-01 17:56:24
Marcelo Oliveira;Honda;Civic;App;Bangu;2024-06-26 21:08:01;2024-06-27 07:08:01
Luciana Barros;Renault;Sandero;Cartão;Laranjeiras;2024-09-25 23:35:19;2024-09-26 09:35:19
Rafaela Almeida;Toyota;Yaris;Cartão;Gávea;2024-08-18 04:32:19;2024-08-18 22:32:19
Lucas Ferreira;Renault;Duster;App;Gávea;2023-08-06 20:46:24;2023-08-07 10:46:24
Nadia Ferreira;Chevrolet;Cruze;App;Gávea;2024-07-08 09:04:06;2024-07-08 10:04:06
Luísa Rocha;Ford;Fiesta;App;Catete;2023-07-21 20:56:28;2023-07-22 06:56:28
Nicolas Nogueira;Honda;Civic;Dinheiro;Barra da Tijuca;2024-11-09 20:33:10;2024-11-10 09:33:10
Leandro Medeiros;Honda;Civic;Dinheiro;Vila Isabel;2024-06-14 18:51:58;2024-06-15 00:51:58
Mateus Moura;Renault;Sandero;Dinheiro;Campo Grande;2023-09-04 21:33:34;2023-09-04 22:33:34
Túlio Nogueira;Nissan;March;Dinheiro;Madureira;2024-05-07 23:53:31;2024-05-08 02:53:31
Fabrício Melo;Jeep;Renegade;Dinheiro;Santa Cruz;2024-07-12 21:18:08;2024-07-13 05:18:08
Renan Souza;Renault;Duster;Dinheiro;Jardim Botânico;2023-10-03 04:01:57;2023-10-03 06:01:57
Leonardo Miranda;Toyota;Corolla;Cartão;Taquara;2023-08-21 23:26:43;2023-08-22 03:26:43
Francisco Dias;Renault;Duster;Dinheiro;Sulacap;2024-04-09 17:44:23;2024-04-10 06:44:23
Felipe Fonseca;Fiat;Argo;Cartão;Santa Cruz;2023-11-11 19:15:14;2023-11-12 05:15:14
Luís Teixeira;Fiat;Uno;Cartão;Méier;2024-02-07 19:20:19;2024-02-08 07:20:19
Lucas Dias;Renault;Sandero;Dinheiro;Lapa;2024-06-29 08:14:15;2024-06-29 18:14:15
Fabiana Moreira;Volkswagen;Polo;Dinheiro;Méier;2024-03-08 01:10:02;2024-03-08 04:10:02
Túlio Cardoso;Ford;Ka;Dinheiro;Laranjeiras;2023-11-16 07:38:25;2023-11-16 09:38:25
Gisele Teixeira;Hyundai;Creta;App;Lapa;2023-08-30 04:02:27;2023-08-30 07:02:27
Isabela Gonçalves;Jeep;Compass;Cartão;Catete;2024-04-18 04:58:21;2024-04-18 07:58:21
Roberto Oliveira;Chevrolet;Onix;App;Catete;2023-10-19 11:21:07;2023-10-19 20:21:07
Marcos Garcia;Toyota;Corolla;Dinheiro;Leblon;2024-09-29 23:02:54;2024-09-30 08:02:54
Pedro Moraes;Jeep;Compass;Dinheiro;Ipanema;2023-12-10 16:09:43;2023-12-11 02:09:43
Isabela Santana;Toyota;Yaris;App;Bangu;2024-04-27 20:03:37;2024-04-27 23:03:37
Camila Alves;Nissan;Kicks;App;Catete;2024-01-24 19:38:15;2024-01-25 00:38:15
Carla Batista;Jeep;Compass;App;Sulacap;2024-04-29 15:08:09;2024-04-29 18:08:09
Amanda Lima;Honda;Civic;App;Santa Teresa;2023-11-14 16:43:40;2023-11-14 22:43:40
Carolina Gonçalves;Toyota;Corolla;Dinheiro;Campo Grande;2024-05-29 22:21:25;2024-05-30 00:21:25
Gabriela Gonçalves;Nissan;March;Cartão;Centro;2023-07-27 05:16:13;2023-07-27 07:16:13
Sarah Lopes;Nissan;Kicks;Dinheiro;Barra da Tijuca;2024-09-09 11:52:43;2024-09-10 10:52:43
Mário Lopes;Volkswagen;Polo;Dinheiro;Madureira;2024-06-24 15:34:06;2024-06-24 16:34:06
Eliana Souza;Jeep;Compass;Dinheiro;Gávea;2024-07-02 21:53:18;2024-07-03 05:53:18
Andressa Neves;Toyota;Yaris;Dinheiro;Barra da Tijuca;2024-01-14 10:47:19;2024-01-14 22:47:19
Gabriela Pinto;Toyota;Corolla;Cartão;Centro;2023-10-12 08:21:22;2023-10-12 09:21:22
Larissa Freitas;Jeep;Renegade;Dinheiro;Lapa;2023-05-05 03:36:17;2023-05-05 12:36:17
Ricardo Santana;Fiat;Uno;Cartão;Madureira;2024-10-08 15:50:15;2024-10-08 18:50:15
Luís Medeiros;Hyundai;Creta;Dinheiro;Vila Isabel;2024-07-29 01:45:55;2024-07-29 13:45:55
Rafaela Alves;Nissan;Kicks;App;Recreio dos Bandeirantes;2023-04-24 18:50:47;2023-04-24 21:50:47
Raquel Dias;Fiat;Uno;Cartão;Botafogo;2023-01-13 02:35:27;2023-01-13 22:35:27
Gabriela Campos;Jeep;Renegade;Cartão;Centro;2024-05-05 10:52:57;2024-05-05 11:52:57
Fernando Alves;Jeep;Renegade;Cartão;Centro;2024-01-13 05:16:02;2024-01-13 08:16:02
Nicole Almeida;Ford;Ka;App;Bangu;2024-05-20 16:20:37;2024-05-21 03:20:37
Mariana Monteiro;Jeep;Renegade;Dinheiro;Ipanema;2023-07-22 06:01:21;2023-07-22 08:01:21
Elisa Santana;Jeep;Renegade;App;Lapa;2024-10-27 08:11:52;2024-10-28 04:11:52
Paula Garcia;Jeep;Compass;Cartão;Laranjeiras;2023-03-22 22:45:43;2023-03-23 10:45:43
Giulia Santana;Chevrolet;Onix;App;Copacabana;2023-08-17 06:17:58;2023-08-17 16:17:58
Emily Neves;Ford;Fiesta;Dinheiro;Ipanema;2023-11-21 20:17:22;2023-11-22 07:17:22
Diego Almeida;Jeep;Compass;Cartão;Méier;2024-04-16 06:35:07;2024-04-16 21:35:07
Daniel Oliveira;Chevrolet;Onix;Cartão;Madureira;2023-07-22 20:29:13;2023-07-22 21:29:13
Fabrício Campos;Jeep;Compass;Dinheiro;Madureira;2024-01-02 14:38:22;2024-01-02 20:38:22
Carolina Dias;Ford;Fiesta;Dinheiro;Méier;2023-08-04 02:29:31;2023-08-04 20:29:31
Rodrigo Lopes;Renault;Duster;App;Ipanema;2024-11-23 12:16:21;2024-11-23 20:16:21
Bianca Lima;Hyundai;HB20;App;Santa Cruz;2024-09-23 00:46:44;2024-09-23 03:46:44
Fernando Pinto;Toyota;Yaris;Dinheiro;Laranjeiras;2023-06-30 05:09:26;2023-06-30 12:09:26
Caio Lima;Renault;Sandero;Cartão;Catete;2023-02-01 07:30:30;2023-02-01 10:30:30
Karen Garcia;Honda;Civic;App;Vila Isabel;2024-08-04 12:12:39;2024-08-04 15:12:39
Raquel Gonçalves;Honda;Civic;Dinheiro;Copacabana;2023-12-05 02:59:47;2023-12-05 14:59:47
Carolina Santana;Honda;Fit;Dinheiro;Santa Teresa;2024-03-08 22:46:01;2024-03-09 13:46:01
Ana Almeida;Hyundai;Creta;App;Vila Isabel;2023-10-23 02:31:57;2023-10-23 14:31:57
Eduardo Freitas;Honda;Civic;Dinheiro;Méier;2023-11-10 19:30:32;2023-11-11 08:30:32
Eduardo Oliveira;Nissan;Kicks;Dinheiro;Ipanema;2024-04-27 00:26:08;2024-04-27 06:26:08
Rodrigo Souza;Jeep;Renegade;Cartão;Taquara;2024-05-16 14:45:55;2024-05-16 16:45:55
Sarah Barros;Hyundai;Creta;Dinheiro;Méier;2023-06-10 15:07:42;2023-06-11 03:07:42
Matheus Lopes;Volkswagen;Polo;App;Vila Isabel;2024-03-06 20:51:19;2024-03-06 21:51:19
Emily Gomes;Fiat;Argo;Cartão;Santa Teresa;2023-02-15 22:39:18;2023-02-16 07:39:18
Ricardo Nogueira;Hyundai;Creta;Cartão;Leblon;2023-06-28 16:49:37;2023-06-28 23:49:37
Giulia Castro;Chevrolet;Onix;App;Botafogo;2024-07-24 06:02:24;2024-07-24 07:02:24
Elisa Neves;Nissan;March;Cartão;Glória;2024-03-06 08:41:07;2024-03-06 17:41:07
Karina Garcia;Jeep;Renegade;Dinheiro;Glória;2024-12-27 13:44:35;2024-12-27 20:44:35
Flávia Pereira;Ford;Fiesta;Dinheiro;Tijuca;2024-06-15 17:48:57;2024-06-16 00:48:57
Isabela Moraes;Fiat;Uno;Cartão;Tijuca;2024-03-31 11:48:30;2024-03-31 13:48:30
Eduardo Ribeiro;Toyota;Yaris;App;Santa Cruz;2023-12-09 02:22:33;2023-12-09 12:22:33
Paulo Moura;Renault;Sandero;App;Jardim Botânico;2023-11-12 09:57:10;2023-11-13 04:57:10
Cássio Miranda;Toyota;Corolla;Dinheiro;Glória;2024-11-23 14:55:00;2024-11-24 08:55:00
Bruno Gomes;Renault;Duster;App;Madureira;2024-03-17 02:20:51;2024-03-17 04:20:51
Julia Silva;Renault;Sandero;Cartão;Catete;2024-09-14 03:20:35;2024-09-14 05:20:35
Adriana Araujo;Jeep;Renegade;Cartão;Botafogo;2023-09-22 08:56:19;2023-09-22 11:56:19
Manoel Martins;Honda;Civic;Cartão;Laranjeiras;2024-04-06 18:07:14;2024-04-07 10:07:14
Adriana Gonçalves;Honda;Civic;Cartão;Recreio dos Bandeirantes;2023-02-18 10:30:38;2023-02-18 11:30:38
Juliana Fernandes;Chevrolet;Onix;Dinheiro;Jardim Botânico;2024-03-15 15:41:19;2024-03-16 04:41:19
Raquel Pereira;Renault;Sandero;Dinheiro;Recreio dos Bandeirantes;2024-07-08 14:15:47;2024-07-09 12:15:47
Bruno Lopes;Fiat;Argo;Dinheiro;Recreio dos Bandeirantes;2023-12-15 01:32:25;2023-12-15 13:32:25
Gabriela Moura;Nissan;Kicks;App;Vila Isabel;2024-01-20 16:56:36;2024-01-20 19:56:36
Francisco Fonseca;Fiat;Argo;App;Tijuca;2024-08-15 11:04:11;2024-08-15 12:04:11
Isabela Garcia;Renault;Sandero;Dinheiro;Taquara;2023-10-11 17:19:07;2023-10-12 03:19:07
Luciana Nogueira;Hyundai;HB20;App;Catete;2024-07-18 16:07:57;2024-07-18 17:07:57
Elias Rocha;Hyundai;HB20;Dinheiro;Glória;2023-10-23 06:43:44;2023-10-23 17:43:44
Mateus Carvalho;Toyota;Yaris;App;Lapa;2023-03-15 16:31:39;2023-03-15 22:31:39
Nicolas Ferraz;Fiat;Uno;Dinheiro;Glória;2024-10-25 21:48:02;2024-10-25 23:48:02
Lorena Freitas;Renault;Sandero;Cartão;Centro;2024-05-20 05:31:00;2024-05-20 08:31:00
Nicole Garcia;Jeep;Compass;Cartão;Gávea;2024-12-25 11:58:05;2024-12-26 00:58:05
Nina Fonseca;Volkswagen;Polo;Dinheiro;Sulacap;2024-02-15 10:46:17;2024-02-15 18:46:17
Ana Marques;Chevrolet;Onix;Cartão;Leblon;2024-04-04 08:24:20;2024-04-04 09:24:20
Natália Neves;Volkswagen;Gol;Cartão;Copacabana;2023-12-08 17:34:03;2023-12-09 04:34:03
Luís Freitas;Ford;Ka;Cartão;Lapa;2024-04-28 12:16:05;2024-04-29 02:16:05
Pedro Martins;Toyota;Corolla;Cartão;Taquara;2023-04-16 01:21:16;2023-04-16 04:21:16
Ana Oliveira;Honda;Civic;App;Jardim Botânico;2024-12-04 13:22:27;2024-12-04 22:22:27
Letícia Fernandes;Fiat;Argo;Cartão;Urca;2023-02-08 07:44:11;2023-02-08 18:44:11
Estela Santos;Hyundai;HB20;Cartão;Jardim Botânico;2023-11-30 10:19:49;2023-11-30 12:19:49
Pedro Mendes;Ford;Fiesta;App;Tijuca;2024-09-03 01:22:02;2024-09-03 03:22:02
Gabriela Teixeira;Renault;Duster;Cartão;Catete;2024-10-24 20:08:04;2024-10-24 22:08:04
Sarah Almeida;Jeep;Compass;App;Madureira;2023-02-02 18:52:29;2023-02-03 05:52:29
Fabiana Medeiros;Hyundai;Creta;App;Laranjeiras;2024-01-08 14:30:50;2024-01-09 14:30:50
Michelle Reis;Jeep;Compass;Dinheiro;Méier;2024-05-04 22:04:00;2024-05-05 00:04:00
Paulo Melo;Jeep;Renegade;Cartão;Bangu;2024-05-11 09:11:00;2024-05-11 12:11:00
Felipe Souza;Ford;Ka;Dinheiro;Sulacap;2023-02-27 06:52:40;2023-02-27 09:52:40
Giovana Machado;Volkswagen;Polo;App;Vila Isabel;2024-12-01 22:43:52;2024-12-02 00:43:52
Julio Nogueira;Hyundai;HB20;Dinheiro;Barra da Tijuca;2024-03-07 00:29:48;2024-03-07 02:29:48
Márcia Moraes;Jeep;Compass;Cartão;Gávea;2024-11-09 16:55:03;2024-11-09 19:55:03
Murilo Oliveira;Volkswagen;Polo;App;Ipanema;2024-04-28 22:40:37;2024-04-29 08:40:37
Miguel Martins;Renault;Sandero;Dinheiro;Botafogo;2023-10-29 10:29:38;2023-10-29 22:29:38
Andressa Nogueira;Jeep;Compass;App;Vila Isabel;2023-02-03 20:46:39;2023-02-03 23:46:39
Manoel Costa;Volkswagen;Gol;Cartão;Recreio dos Bandeirantes;2024-08-06 02:27:01;2024-08-06 13:27:01
Rafael Martins;Nissan;Kicks;Cartão;Santa Cruz;2024-06-22 15:42:07;2024-06-22 18:42:07
Giovana Silva;Hyundai;Creta;App;Santa Cruz;2023-11-23 21:48:45;2023-11-24 03:48:45
Renato Fonseca;Chevrolet;Onix;Cartão;Laranjeiras;2023-03-26 12:10:40;2023-03-26 14:10:40
Bianca Santana;Toyota;Corolla;App;Recreio dos Bandeirantes;2024-04-04 03:07:10;2024-04-04 06:07:10
Gabriela Campos;Nissan;March;App;Vila Isabel;2024-08-10 03:50:35;2024-08-11 01:50:35
Isadora Cardoso;Volkswagen;Polo;Dinheiro;Campo Grande;2024-12-06 02:21:31;2024-12-06 03:21:31
Lucas Lopes;Honda;Fit;App;Glória;2024-01-08 11:31:32;2024-01-08 23:31:32
Sophia Machado;Honda;Fit;App;Sulacap;2024-12-15 00:04:39;2024-12-16 00:04:39
Nicole Monteiro;Jeep;Compass;Cartão;Méier;2024-02-02 04:12:49;2024-02-02 16:12:49
Rosana Souza;Ford;Fiesta;Dinheiro;Catete;2024-02-14 14:07:29;2024-02-15 05:07:29
Erick Moreira;Toyota;Corolla;App;Laranjeiras;2023-09-02 20:48:15;2023-09-03 03:48:15
Juliana Mendes;Toyota;Yaris;Dinheiro;Santa Teresa;2024-09-27 20:19:28;2024-09-28 16:19:28
Leandro Machado;Toyota;Yaris;Cartão;Tijuca;2023-10-01 21:54:07;2023-10-01 22:54:07
Marcelo Nogueira;Honda;Fit;Cartão;Méier;2024-12-19 00:03:54;2024-12-19 15:03:54
Diego Campos;Honda;Fit;Cartão;Méier;2024-03-26 04:58:52;2024-03-26 07:58:52
Enzo Melo;Renault;Sandero;Cartão;Tijuca;2024-07-08 06:29:12;2024-07-08 22:29:12
Laura Silva;Honda;Civic;App;Laranjeiras;2023-08-11 16:09:41;2023-08-11 19:09:41
André Pereira;Jeep;Renegade;App;Vila Isabel;2023-02-12 11:54:16;2023-02-12 15:54:16
Stefany Melo;Renault;Duster;App;Madureira;2024-10-29 10:18:18;2024-10-30 03:18:18
Larissa Lima;Toyota;Yaris;Cartão;Lapa;2024-06-22 18:28:58;2024-06-23 12:28:58
Leonardo Fernandes;Ford;Fiesta;Dinheiro;Glória;2024-11-15 00:00:19;2024-11-15 18:00:19
Eduardo Pinto;Ford;Ka;App;Vila Isabel;2023-01-16 11:30:11;2023-01-16 13:30:11
Pietro Dias;Nissan;March;Cartão;Sulacap;2023-03-15 22:45:56;2023-03-16 10:45:56
Barbara Nogueira;Hyundai;HB20;App;Tijuca;2024-03-17 16:03:47;2024-03-18 04:03:47
Elisa Fernandes;Nissan;Kicks;Dinheiro;Recreio dos Bandeirantes;2024-05-20 17:27:26;2024-05-21 13:27:26
Andressa Lopes;Volkswagen;Polo;App;Copacabana;2023-12-14 09:04:49;2023-12-15 03:04:49
Sofia Almeida;Volkswagen;Polo;App;Campo Grande;2024-07-21 01:42:08;2024-07-21 02:42:08
Tatiana Carvalho;Toyota;Yaris;Dinheiro;Méier;2023-11-19 18:54:10;2023-11-19 20:54:10
Cássio Almeida;Jeep;Compass;Dinheiro;Bangu;2024-01-22 12:49:44;2024-01-22 14:49:44
Sophia Reis;Hyundai;Creta;Cartão;Santa Teresa;2024-09-02 00:28:22;2024-09-02 01:28:22
Luísa Ribeiro;Ford;Fiesta;Dinheiro;Madureira;2024-07-31 02:07:52;2024-07-31 09:07:52
Ricardo Monteiro;Toyota;Corolla;Dinheiro;Campo Grande;2023-02-27 00:18:45;2023-02-27 02:18:45
Francisco Almeida;Toyota;Yaris;Dinheiro;Santa Teresa;2023-09-27 11:13:15;2023-09-27 13:13:15
Fabiana Campos;Hyundai;Creta;Cartão;Santa Cruz;2024-10-16 05:17:04;2024-10-16 07:17:04
Rebeca Carvalho;Nissan;Kicks;App;Centro;2024-03-17 14:24:37;2024-03-17 17:24:37
Nina Batista;Jeep;Compass;Cartão;Catete;2024-10-25 21:41:44;2024-10-26 02:41:44
Giulia Alves;Nissan;Kicks;App;Catete;2024-04-20 02:38:53;2024-04-20 04:38:53
Rose Moraes;Toyota;Yaris;Cartão;Barra da Tijuca;2023-07-11 02:03:57;2023-07-11 09:03:57
Pietro Borges;Hyundai;Creta;Dinheiro;Santa Cruz;2024-07-02 04:16:20;2024-07-02 06:16:20
Sarah Melo;Hyundai;Creta;Dinheiro;Copacabana;2023-04-17 04:44:57;2023-04-18 00:44:57
Letícia Pereira;Nissan;March;App;Glória;2024-08-02 07:55:46;2024-08-02 08:55:46
Joaquim Melo;Hyundai;Creta;Dinheiro;Taquara;2024-12-03 02:20:56;2024-12-03 05:20:56
Juliana Castro;Hyundai;Creta;Dinheiro;Copacabana;2024-10-03 05:29:15;2024-10-03 14:29:15
Giovana Moraes;Jeep;Compass;App;Centro;2024-09-20 10:27:30;2024-09-20 19:27:30
Pietro Rocha;Chevrolet;Cruze;Dinheiro;Tijuca;2023-07-29 12:44:27;2023-07-29 23:44:27
Laura Ferraz;Hyundai;HB20;Cartão;Bangu;2023-12-14 23:30:50;2023-12-15 00:30:50
Isadora Lima;Hyundai;HB20;Cartão;Bangu;2023-09-14 07:24:17;2023-09-14 08:24:17
Sophia Monteiro;Volkswagen;Gol;Dinheiro;Méier;2023-06-15 12:39:59;2023-06-15 14:39:59
Rafael Marques;Nissan;March;Cartão;Campo Grande;2023-03-09 16:42:46;2023-03-09 22:42:46
Stefany Reis;Fiat;Argo;App;Gávea;2024-04-08 16:36:12;2024-04-09 04:36:12
Renan Costa;Toyota;Yaris;Dinheiro;Bangu;2024-12-20 04:19:32;2024-12-20 08:19:32
Samuel Gomes;Renault;Duster;App;Santa Teresa;2024-01-12 01:32:13;2024-01-12 11:32:13
Gabriela Marques;Fiat;Argo;Dinheiro;Jardim Botânico;2024-04-23 23:37:28;2024-04-24 12:37:28
Giulia Moreira;Toyota;Yaris;App;Sulacap;2024-03-24 01:15:16;2024-03-24 04:15:16
Natália Ribeiro;Jeep;Renegade;App;Vila Isabel;2023-09-14 19:02:26;2023-09-15 00:02:26
